Starting date;Indicator;Sectors;City;value (Multiple units)
2020-12-20;Value of Transactions (In Thousand SAR);Total;Total;7602041.0
2020-12-20;Value of Transactions Change %;Gas Stations;Total;-2.0156842497007657
2020-12-20;Value of Transactions Change %;Restaurants & Café;Total;-0.0776170363362346
2020-12-20;Number of Transactions (In Thousand);Total;KHOBAR;2108.0
2020-12-20;Number of Transactions Change %;Total;RIYADH;-1.0107098150122862
2020-12-20;Value of Transactions (In Thousand SAR);Total;JEDDAH;1253200.0
2020-12-20;Value of Transactions Change %;Total;HAIL;-1.5044877951843143
2020-12-20;Value of Transactions Change %;Total;RIYADH;1.9609426254283933
2020-12-20;Number of Transactions (In Thousand);Clothing and Footwear;Total;3653.0
2020-12-20;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;603.0
2020-12-20;Number of Transactions (In Thousand);Furniture;Total;773.0
2020-12-20;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;4190.0
2020-12-20;Number of Transactions (In Thousand);Transportation;Total;931.0
2020-12-20;Number of Transactions (In Thousand);Total;Total;72225.0
2020-12-20;Number of Transactions Change %;Education;Total;-7.142857142857142
2020-12-20;Number of Transactions Change %;Electronic & Electric Devices;Total;-2.898550724637681
2020-12-20;Number of Transactions Change %;Hotels;Total;0.0
2020-12-13;Number of Transactions (In Thousand);Education;Total;42.0
2020-12-13;Number of Transactions (In Thousand);Jewelry;Total;164.0
2020-12-13;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;4107.0
2020-12-13;Number of Transactions (In Thousand);Recreation and Culture;Total;1355.0
2020-12-13;Number of Transactions Change %;Gas Stations;Total;-4.063684609552691
2020-12-13;Number of Transactions Change %;Beverage and Food;Total;-2.6245529192484005
2020-12-13;Number of Transactions Change %;Transportation;Total;-8.357348703170029
2020-12-13;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;626357.0
2020-12-13;Number of Transactions (In Thousand);Total;KHOBAR;2135.0
2020-12-13;Number of Transactions Change %;Total;TABOUK;-6.506632975363234
2020-12-13;Value of Transactions (In Thousand SAR);Total;ABHA;96868.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;MAKKAH;223543.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;MADINA;266202.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;JEDDAH;1230734.0
2020-12-13;Value of Transactions Change %;Total;TABOUK;-8.851546769174448
2020-12-13;Value of Transactions Change %;Total;BURAIDAH;-8.372296079315007
2020-12-13;Value of Transactions (In Thousand SAR);Public Utilities;Total;63290.0
2020-12-13;Value of Transactions Change %;Health;Total;-5.5104864573334575
2020-12-13;Value of Transactions Change %;Telecommunication;Total;-9.78435405746135
2020-12-13;Value of Transactions Change %;Transportation;Total;-3.4989346982976315
2020-12-13;Value of Transactions Change %;Total;Total;-6.168983923431804
2020-12-13;Number of Transactions (In Thousand);Total;ABHA;1054.0
2020-12-13;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;398768.0
2020-12-13;Value of Transactions (In Thousand SAR);Gas Stations;Total;298261.0
2020-12-13;Value of Transactions (In Thousand SAR);Health;Total;588664.0
2020-12-13;Value of Transactions (In Thousand SAR);Telecommunication;Total;67982.0
2020-12-13;Value of Transactions Change %;Clothing and Footwear;Total;-13.395212627689993
2020-12-13;Value of Transactions Change %;Construction & Building Materials;Total;0.41018383991499197
2020-12-13;Value of Transactions Change %;Electronic & Electric Devices;Total;-1.8197222004684575
2020-12-13;Value of Transactions Change %;Gas Stations;Total;-6.662765371520128
2020-12-13;Number of Transactions (In Thousand);Total;DAMMAM;3812.0
2020-12-13;Number of Transactions (In Thousand);Total;RIYADH;21569.0
2020-12-13;Number of Transactions Change %;Total;DAMMAM;-5.8300395256917
2020-12-13;Number of Transactions Change %;Total;OTHER;-4.437407468333608
2020-12-13;Value of Transactions (In Thousand SAR);Total;HAIL;120772.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;BURAIDAH;195189.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;KHOBAR;282125.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;DAMMAM;426371.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;RIYADH;2464733.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;OTHER;2053773.0
2020-12-13;Value of Transactions Change %;Total;HAIL;-6.762807645987092
2020-12-13;Number of Transactions (In Thousand);Construction & Building Materials;Total;760.0
2020-12-13;Number of Transactions (In Thousand);Gas Stations;Total;6327.0
2020-12-13;Number of Transactions (In Thousand);Public Utilities;Total;539.0
2020-12-13;Number of Transactions (In Thousand);Transportation;Total;954.0
2020-12-13;Number of Transactions Change %;Education;Total;-17.647058823529413
2020-12-13;Number of Transactions Change %;Health;Total;-4.603109656301146
2020-12-13;Number of Transactions Change %;Jewelry;Total;-9.392265193370166
2020-12-13;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-1.9106759016001909
2020-12-13;Value of Transactions Change %;Total;DAMMAM;-7.856900505049413
2020-12-13;Value of Transactions Change %;Total;JEDDAH;-5.321890525065505
2020-12-13;Value of Transactions Change %;Total;RIYADH;-5.622050608909018
2020-12-13;Value of Transactions Change %;Total;OTHER;-6.64634235033582
2020-12-13;Number of Transactions (In Thousand);Health;Total;4663.0
2020-12-13;Number of Transactions (In Thousand);Hotels;Total;363.0
2020-12-13;Number of Transactions Change %;Furniture;Total;-2.0618556701030926
2020-12-13;Value of Transactions (In Thousand SAR);Furniture;Total;342280.0
2020-12-13;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1133184.0
2020-12-13;Value of Transactions (In Thousand SAR);Transportation;Total;410806.0
2020-12-13;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-5.4383163436257655
2020-12-13;Value of Transactions Change %;Restaurants & Café;Total;-5.673205316905149
2020-12-13;Number of Transactions (In Thousand);Total;HAIL;1292.0
2020-12-13;Number of Transactions (In Thousand);Total;OTHER;23237.0
2020-12-13;Number of Transactions Change %;Total;MAKKAH;-4.047870468145019
2020-12-13;Number of Transactions Change %;Total;KHOBAR;-5.530973451327434
2020-12-13;Number of Transactions Change %;Total;MADINA;-4.715590922487474
2020-12-13;Value of Transactions Change %;Total;ABHA;-6.082876034980901
2020-12-13;Value of Transactions Change %;Total;MADINA;-6.603654429100707
2020-12-13;Value of Transactions (In Thousand SAR);Education;Total;65768.0
2020-12-13;Value of Transactions (In Thousand SAR);Jewelry;Total;211729.0
2020-12-13;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;626526.0
2020-12-13;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;994627.0
2020-12-13;Value of Transactions (In Thousand SAR);Other;Total;999393.0
2020-12-13;Value of Transactions Change %;Furniture;Total;-2.0125390054679224
2020-12-13;Value of Transactions Change %;Public Utilities;Total;-5.947215122154194
2020-12-13;Value of Transactions Change %;Jewelry;Total;-3.194553667770076
2020-12-13;Value of Transactions Change %;Beverage and Food;Total;-4.9492194184138745
2020-12-13;Number of Transactions (In Thousand);Clothing and Footwear;Total;3416.0
2020-12-13;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;621.0
2020-12-13;Number of Transactions (In Thousand);Total;Total;73145.0
2020-12-13;Number of Transactions Change %;Electronic & Electric Devices;Total;-5.335365853658536
2020-12-13;Number of Transactions Change %;Hotels;Total;-8.564231738035264
2020-12-13;Number of Transactions Change %;Public Utilities;Total;-4.770318021201414
2020-12-13;Number of Transactions Change %;Recreation and Culture;Total;-5.771905424200279
2020-12-13;Number of Transactions Change %;Restaurants & Café;Total;-3.6255532209754566
2020-12-13;Number of Transactions Change %;Total;Total;-4.3268413273514446
2020-12-13;Number of Transactions (In Thousand);Total;BURAIDAH;2086.0
2020-12-13;Number of Transactions (In Thousand);Total;JEDDAH;10522.0
2020-12-13;Number of Transactions Change %;Total;ABHA;-6.227758007117438
2020-12-13;Value of Transactions (In Thousand SAR);Total;TABOUK;124486.0
2020-12-13;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;275810.0
2020-12-13;Value of Transactions (In Thousand SAR);Hotels;Total;133566.0
2020-12-13;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;247786.0
2020-12-13;Value of Transactions (In Thousand SAR);Total;Total;7484796.0
2020-12-13;Value of Transactions Change %;Education;Total;-14.581466328982401
2020-12-13;Value of Transactions Change %;Hotels;Total;-3.8872258361637213
2020-12-13;Value of Transactions Change %;Recreation and Culture;Total;-13.500965227378249
2020-12-13;Value of Transactions Change %;Other;Total;-7.894715014446272
2020-12-13;Number of Transactions (In Thousand);Total;TABOUK;1480.0
2020-12-13;Number of Transactions (In Thousand);Total;MAKKAH;2726.0
2020-12-13;Number of Transactions (In Thousand);Total;MADINA;3233.0
2020-12-13;Number of Transactions Change %;Total;HAIL;-4.508499630450849
2020-12-13;Number of Transactions Change %;Total;BURAIDAH;-5.095541401273886
2020-12-13;Number of Transactions Change %;Total;JEDDAH;-3.803254708356189
2020-12-13;Number of Transactions Change %;Total;RIYADH;-3.705522567971784
2020-12-13;Value of Transactions Change %;Total;MAKKAH;-5.330538262821327
2020-12-13;Value of Transactions Change %;Total;KHOBAR;-5.7302004183457305
2020-12-13;Number of Transactions (In Thousand);Furniture;Total;760.0
2020-12-13;Number of Transactions (In Thousand);Restaurants & Café;Total;21558.0
2020-12-13;Number of Transactions (In Thousand);Beverage and Food;Total;19330.0
2020-12-13;Number of Transactions (In Thousand);Telecommunication;Total;267.0
2020-12-13;Number of Transactions (In Thousand);Other;Total;7919.0
2020-12-13;Number of Transactions Change %;Clothing and Footwear;Total;-12.81265952016335
2020-12-13;Number of Transactions Change %;Construction & Building Materials;Total;-4.40251572327044
2020-12-13;Number of Transactions Change %;Telecommunication;Total;-10.1010101010101
2020-12-13;Number of Transactions Change %;Other;Total;-6.261837121212121
2020-12-06;Number of Transactions (In Thousand);Furniture;Total;776.0
2020-12-06;Number of Transactions (In Thousand);Hotels;Total;397.0
2020-12-06;Number of Transactions (In Thousand);Restaurants & Café;Total;22369.0
2020-12-06;Number of Transactions (In Thousand);Telecommunication;Total;297.0
2020-12-06;Number of Transactions Change %;Health;Total;-3.7037037037037033
2020-12-06;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-3.4808667588750577
2020-12-06;Number of Transactions Change %;Other;Total;-6.60033167495854
2020-12-06;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;723236.0
2020-12-06;Number of Transactions (In Thousand);Total;MADINA;3393.0
2020-12-06;Number of Transactions (In Thousand);Total;OTHER;24316.0
2020-12-06;Number of Transactions Change %;Total;MADINA;-4.610626932808547
2020-12-06;Value of Transactions (In Thousand SAR);Total;HAIL;129532.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;MADINA;285024.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;DAMMAM;462727.0
2020-12-06;Value of Transactions Change %;Total;HAIL;-13.73792129780702
2020-12-06;Value of Transactions Change %;Total;MADINA;-12.913663459511318
2020-12-06;Value of Transactions Change %;Total;JEDDAH;-11.009594484968185
2020-12-06;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;397139.0
2020-12-06;Value of Transactions (In Thousand SAR);Health;Total;622994.0
2020-12-06;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1054448.0
2020-12-06;Value of Transactions Change %;Gas Stations;Total;-8.325133186639164
2020-12-06;Value of Transactions Change %;Total;Total;-11.414850129431402
2020-12-06;Value of Transactions (In Thousand SAR);Education;Total;76995.0
2020-12-06;Value of Transactions (In Thousand SAR);Public Utilities;Total;67292.0
2020-12-06;Value of Transactions (In Thousand SAR);Jewelry;Total;218716.0
2020-12-06;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1192188.0
2020-12-06;Value of Transactions (In Thousand SAR);Telecommunication;Total;75355.0
2020-12-06;Value of Transactions (In Thousand SAR);Transportation;Total;425701.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;Total;7976889.0
2020-12-06;Value of Transactions Change %;Construction & Building Materials;Total;-0.08227118797582687
2020-12-06;Value of Transactions Change %;Recreation and Culture;Total;-8.250859965024885
2020-12-06;Value of Transactions Change %;Telecommunication;Total;-11.170444766653699
2020-12-06;Value of Transactions Change %;Other;Total;-12.252347838322835
2020-12-06;Number of Transactions (In Thousand);Total;BURAIDAH;2198.0
2020-12-06;Number of Transactions (In Thousand);Total;DAMMAM;4048.0
2020-12-06;Number of Transactions Change %;Total;BURAIDAH;-5.543618392780404
2020-12-06;Number of Transactions Change %;Total;DAMMAM;-3.825136612021858
2020-12-06;Value of Transactions (In Thousand SAR);Total;TABOUK;136575.0
2020-12-06;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;4187.0
2020-12-06;Number of Transactions (In Thousand);Beverage and Food;Total;19851.0
2020-12-06;Number of Transactions (In Thousand);Other;Total;8448.0
2020-12-06;Number of Transactions (In Thousand);Total;Total;76453.0
2020-12-06;Number of Transactions Change %;Hotels;Total;-6.588235294117648
2020-12-06;Number of Transactions Change %;Beverage and Food;Total;-3.4672242754327955
2020-12-06;Number of Transactions Change %;Telecommunication;Total;-7.763975155279502
2020-12-06;Number of Transactions Change %;Total;Total;-5.398683429023956
2020-12-06;Value of Transactions Change %;Total;DAMMAM;-7.431272680715541
2020-12-06;Value of Transactions Change %;Total;RIYADH;-11.12543449423068
2020-12-06;Number of Transactions (In Thousand);Clothing and Footwear;Total;3918.0
2020-12-06;Number of Transactions (In Thousand);Education;Total;51.0
2020-12-06;Number of Transactions (In Thousand);Gas Stations;Total;6595.0
2020-12-06;Number of Transactions (In Thousand);Health;Total;4888.0
2020-12-06;Number of Transactions (In Thousand);Recreation and Culture;Total;1438.0
2020-12-06;Number of Transactions Change %;Electronic & Electric Devices;Total;-11.470985155195681
2020-12-06;Number of Transactions Change %;Gas Stations;Total;-5.529293797450222
2020-12-06;Number of Transactions Change %;Public Utilities;Total;-4.391891891891892
2020-12-06;Value of Transactions (In Thousand SAR);Gas Stations;Total;319552.0
2020-12-06;Value of Transactions (In Thousand SAR);Furniture;Total;349310.0
2020-12-06;Value of Transactions (In Thousand SAR);Other;Total;1085055.0
2020-12-06;Value of Transactions Change %;Jewelry;Total;-13.163484482135695
2020-12-06;Value of Transactions Change %;Transportation;Total;-8.402348784617999
2020-12-06;Number of Transactions (In Thousand);Total;TABOUK;1583.0
2020-12-06;Number of Transactions (In Thousand);Total;HAIL;1353.0
2020-12-06;Number of Transactions Change %;Total;ABHA;-7.489711934156379
2020-12-06;Number of Transactions Change %;Total;MAKKAH;-3.334467505954406
2020-12-06;Value of Transactions (In Thousand SAR);Total;BURAIDAH;213024.0
2020-12-06;Value of Transactions Change %;Total;KHOBAR;-12.238422559001547
2020-12-06;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;286461.0
2020-12-06;Value of Transactions Change %;Electronic & Electric Devices;Total;-15.717753089456993
2020-12-06;Value of Transactions Change %;Hotels;Total;-10.795005937670506
2020-12-06;Value of Transactions Change %;Public Utilities;Total;-6.765500519570489
2020-12-06;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-13.267304439801652
2020-12-06;Value of Transactions Change %;Restaurants & Café;Total;-9.38264581347803
2020-12-06;Number of Transactions (In Thousand);Total;ABHA;1124.0
2020-12-06;Number of Transactions (In Thousand);Construction & Building Materials;Total;795.0
2020-12-06;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;656.0
2020-12-06;Number of Transactions Change %;Clothing and Footwear;Total;-14.003511852502196
2020-12-06;Number of Transactions Change %;Recreation and Culture;Total;-4.641909814323608
2020-12-06;Number of Transactions (In Thousand);Total;MAKKAH;2841.0
2020-12-06;Number of Transactions (In Thousand);Total;KHOBAR;2260.0
2020-12-06;Number of Transactions (In Thousand);Total;JEDDAH;10938.0
2020-12-06;Number of Transactions Change %;Total;HAIL;-8.519269776876268
2020-12-06;Number of Transactions Change %;Total;RIYADH;-6.409560021727321
2020-12-06;Number of Transactions Change %;Total;OTHER;-5.1490092058043375
2020-12-06;Value of Transactions (In Thousand SAR);Total;ABHA;103142.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;KHOBAR;299274.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;JEDDAH;1299914.0
2020-12-06;Value of Transactions Change %;Total;MAKKAH;-12.416962467591716
2020-12-06;Value of Transactions Change %;Total;OTHER;-11.913713563175314
2020-12-06;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;280922.0
2020-12-06;Value of Transactions (In Thousand SAR);Hotels;Total;138968.0
2020-12-06;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;662558.0
2020-12-06;Value of Transactions Change %;Clothing and Footwear;Total;-16.514853313786716
2020-12-06;Value of Transactions Change %;Education;Total;-11.522373652639564
2020-12-06;Value of Transactions Change %;Health;Total;-8.55429255862563
2020-12-06;Value of Transactions Change %;Furniture;Total;-12.014145846294902
2020-12-06;Value of Transactions Change %;Beverage and Food;Total;-14.112628711683668
2020-12-06;Number of Transactions (In Thousand);Total;RIYADH;22399.0
2020-12-06;Number of Transactions Change %;Total;TABOUK;-5.436081242532855
2020-12-06;Number of Transactions Change %;Total;KHOBAR;-6.262961426793861
2020-12-06;Number of Transactions Change %;Total;JEDDAH;-4.337939478747595
2020-12-06;Value of Transactions (In Thousand SAR);Total;MAKKAH;236130.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;RIYADH;2611556.0
2020-12-06;Value of Transactions (In Thousand SAR);Total;OTHER;2199992.0
2020-12-06;Value of Transactions Change %;Total;TABOUK;-17.67085219634816
2020-12-06;Value of Transactions Change %;Total;ABHA;-15.512778505897773
2020-12-06;Value of Transactions Change %;Total;BURAIDAH;-8.223220786606408
2020-12-06;Number of Transactions (In Thousand);Public Utilities;Total;566.0
2020-12-06;Number of Transactions (In Thousand);Jewelry;Total;181.0
2020-12-06;Number of Transactions (In Thousand);Transportation;Total;1041.0
2020-12-06;Number of Transactions Change %;Construction & Building Materials;Total;-2.692778457772338
2020-12-06;Number of Transactions Change %;Education;Total;-5.555555555555555
2020-12-06;Number of Transactions Change %;Furniture;Total;-10.4959630911188
2020-12-06;Number of Transactions Change %;Jewelry;Total;-11.27450980392157
2020-12-06;Number of Transactions Change %;Restaurants & Café;Total;-5.099486657333164
2020-12-06;Number of Transactions Change %;Transportation;Total;-9.87012987012987
2020-11-29;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;741.0
2020-11-29;Number of Transactions (In Thousand);Recreation and Culture;Total;1508.0
2020-11-29;Number of Transactions (In Thousand);Beverage and Food;Total;20564.0
2020-11-29;Number of Transactions Change %;Jewelry;Total;11.475409836065573
2020-11-29;Number of Transactions (In Thousand);Total;KHOBAR;2411.0
2020-11-29;Number of Transactions (In Thousand);Total;JEDDAH;11434.0
2020-11-29;Number of Transactions Change %;Total;HAIL;2.0
2020-11-29;Number of Transactions Change %;Total;ABHA;3.0534351145038165
2020-11-29;Number of Transactions Change %;Total;DAMMAM;4.988775255674732
2020-11-29;Value of Transactions (In Thousand SAR);Total;TABOUK;165889.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;HAIL;150161.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;OTHER;2497542.0
2020-11-29;Value of Transactions Change %;Total;MAKKAH;4.414657950179699
2020-11-29;Value of Transactions Change %;Total;KHOBAR;3.5154981224975486
2020-11-29;Value of Transactions Change %;Total;MADINA;3.3105956104936536
2020-11-29;Value of Transactions (In Thousand SAR);Transportation;Total;464751.0
2020-11-29;Value of Transactions (In Thousand SAR);Other;Total;1236563.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;Total;9004770.0
2020-11-29;Value of Transactions Change %;Electronic & Electric Devices;Total;-7.635542377343328
2020-11-29;Value of Transactions Change %;Hotels;Total;6.955524736704794
2020-11-29;Value of Transactions Change %;Public Utilities;Total;5.068929876406621
2020-11-29;Value of Transactions Change %;Recreation and Culture;Total;12.269687162891046
2020-11-29;Value of Transactions Change %;Other;Total;3.694401793867877
2020-11-29;Number of Transactions (In Thousand);Total;TABOUK;1674.0
2020-11-29;Number of Transactions (In Thousand);Total;HAIL;1479.0
2020-11-29;Value of Transactions (In Thousand SAR);Education;Total;87022.0
2020-11-29;Value of Transactions (In Thousand SAR);Gas Stations;Total;348571.0
2020-11-29;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1163627.0
2020-11-29;Value of Transactions (In Thousand SAR);Telecommunication;Total;84831.0
2020-11-29;Value of Transactions Change %;Jewelry;Total;10.213056434356826
2020-11-29;Value of Transactions Change %;Miscellaneous Goods and Services;Total;15.039455454490694
2020-11-29;Value of Transactions Change %;Telecommunication;Total;7.702757604997207
2020-11-29;Number of Transactions (In Thousand);Total;ABHA;1215.0
2020-11-29;Number of Transactions Change %;Total;TABOUK;0.6009615384615385
2020-11-29;Number of Transactions Change %;Total;MAKKAH;5.567528735632184
2020-11-29;Number of Transactions Change %;Total;JEDDAH;6.561043802423113
2020-11-29;Value of Transactions (In Thousand SAR);Total;MAKKAH;269607.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;MADINA;327289.0
2020-11-29;Number of Transactions (In Thousand);Public Utilities;Total;592.0
2020-11-29;Number of Transactions (In Thousand);Restaurants & Café;Total;23571.0
2020-11-29;Number of Transactions Change %;Hotels;Total;6.516290726817042
2020-11-29;Number of Transactions Change %;Telecommunication;Total;9.523809523809524
2020-11-29;Number of Transactions Change %;Other;Total;6.1744336189693625
2020-11-29;Value of Transactions Change %;Total;DAMMAM;3.0321768148024475
2020-11-29;Number of Transactions (In Thousand);Clothing and Footwear;Total;4556.0
2020-11-29;Number of Transactions (In Thousand);Education;Total;54.0
2020-11-29;Number of Transactions (In Thousand);Gas Stations;Total;6981.0
2020-11-29;Number of Transactions (In Thousand);Furniture;Total;867.0
2020-11-29;Number of Transactions (In Thousand);Telecommunication;Total;322.0
2020-11-29;Number of Transactions (In Thousand);Transportation;Total;1155.0
2020-11-29;Number of Transactions Change %;Clothing and Footwear;Total;5.879618870555427
2020-11-29;Number of Transactions Change %;Public Utilities;Total;5.714285714285714
2020-11-29;Number of Transactions Change %;Transportation;Total;5.575868372943328
2020-11-29;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;866305.0
2020-11-29;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;397466.0
2020-11-29;Value of Transactions (In Thousand SAR);Hotels;Total;155785.0
2020-11-29;Value of Transactions Change %;Clothing and Footwear;Total;2.39551887740267
2020-11-29;Value of Transactions Change %;Construction & Building Materials;Total;3.0877085597350353
2020-11-29;Value of Transactions Change %;Education;Total;50.59617547806524
2020-11-29;Value of Transactions Change %;Gas Stations;Total;4.723463192018002
2020-11-29;Value of Transactions Change %;Health;Total;3.04847243608554
2020-11-29;Value of Transactions Change %;Restaurants & Café;Total;5.959877141845076
2020-11-29;Number of Transactions (In Thousand);Total;DAMMAM;4209.0
2020-11-29;Number of Transactions (In Thousand);Total;OTHER;25636.0
2020-11-29;Number of Transactions Change %;Total;BURAIDAH;6.645279560036664
2020-11-29;Value of Transactions (In Thousand SAR);Total;ABHA;122080.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;JEDDAH;1460735.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;RIYADH;2938474.0
2020-11-29;Value of Transactions Change %;Total;TABOUK;-2.836609422955275
2020-11-29;Value of Transactions (In Thousand SAR);Health;Total;681272.0
2020-11-29;Value of Transactions (In Thousand SAR);Public Utilities;Total;72175.0
2020-11-29;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;763908.0
2020-11-29;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;312222.0
2020-11-29;Value of Transactions Change %;Furniture;Total;2.932353635107351
2020-11-29;Value of Transactions Change %;Total;Total;4.130507710769058
2020-11-29;Number of Transactions (In Thousand);Construction & Building Materials;Total;817.0
2020-11-29;Number of Transactions (In Thousand);Health;Total;5076.0
2020-11-29;Number of Transactions (In Thousand);Other;Total;9045.0
2020-11-29;Number of Transactions Change %;Construction & Building Materials;Total;5.692108667529108
2020-11-29;Number of Transactions Change %;Education;Total;28.57142857142857
2020-11-29;Number of Transactions Change %;Health;Total;4.401480872069107
2020-11-29;Number of Transactions Change %;Furniture;Total;7.169344870210136
2020-11-29;Number of Transactions Change %;Miscellaneous Goods and Services;Total;10.15744032503809
2020-11-29;Number of Transactions Change %;Recreation and Culture;Total;8.645533141210375
2020-11-29;Number of Transactions Change %;Restaurants & Café;Total;6.482652692446693
2020-11-29;Number of Transactions Change %;Total;Total;5.472247236469467
2020-11-29;Number of Transactions (In Thousand);Total;MAKKAH;2939.0
2020-11-29;Number of Transactions (In Thousand);Total;MADINA;3557.0
2020-11-29;Number of Transactions (In Thousand);Total;RIYADH;23933.0
2020-11-29;Number of Transactions Change %;Total;RIYADH;6.624788381003296
2020-11-29;Number of Transactions Change %;Total;OTHER;4.683735554738862
2020-11-29;Value of Transactions (In Thousand SAR);Total;BURAIDAH;232111.0
2020-11-29;Value of Transactions (In Thousand SAR);Total;DAMMAM;499874.0
2020-11-29;Value of Transactions Change %;Total;HAIL;-2.9007998861924253
2020-11-29;Value of Transactions Change %;Total;BURAIDAH;7.050912495445594
2020-11-29;Value of Transactions Change %;Total;JEDDAH;7.423809758440108
2020-11-29;Value of Transactions Change %;Total;OTHER;1.0037521403538288
2020-11-29;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;333311.0
2020-11-29;Value of Transactions (In Thousand SAR);Furniture;Total;397007.0
2020-11-29;Value of Transactions (In Thousand SAR);Jewelry;Total;251871.0
2020-11-29;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1388083.0
2020-11-29;Value of Transactions Change %;Beverage and Food;Total;-2.145756037450274
2020-11-29;Value of Transactions Change %;Transportation;Total;4.513582801115409
2020-11-29;Number of Transactions (In Thousand);Total;BURAIDAH;2327.0
2020-11-29;Number of Transactions Change %;Total;KHOBAR;5.19197207678883
2020-11-29;Number of Transactions Change %;Total;MADINA;4.710038269060936
2020-11-29;Value of Transactions (In Thousand SAR);Total;KHOBAR;341008.0
2020-11-29;Value of Transactions Change %;Total;ABHA;1.5420957197278458
2020-11-29;Value of Transactions Change %;Total;RIYADH;6.349118454458759
2020-11-29;Number of Transactions (In Thousand);Hotels;Total;425.0
2020-11-29;Number of Transactions (In Thousand);Jewelry;Total;204.0
2020-11-29;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;4338.0
2020-11-29;Number of Transactions (In Thousand);Total;Total;80816.0
2020-11-29;Number of Transactions Change %;Electronic & Electric Devices;Total;0.5427408412483039
2020-11-29;Number of Transactions Change %;Gas Stations;Total;4.59994006592748
2020-11-29;Number of Transactions Change %;Beverage and Food;Total;3.2692211118364884
2020-11-22;Number of Transactions (In Thousand);Clothing and Footwear;Total;4303.0
2020-11-22;Number of Transactions (In Thousand);Furniture;Total;809.0
2020-11-22;Number of Transactions (In Thousand);Public Utilities;Total;560.0
2020-11-22;Number of Transactions (In Thousand);Jewelry;Total;183.0
2020-11-22;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;3938.0
2020-11-22;Number of Transactions (In Thousand);Restaurants & Café;Total;22136.0
2020-11-22;Number of Transactions Change %;Public Utilities;Total;7.0745697896749515
2020-11-22;Number of Transactions Change %;Recreation and Culture;Total;10.86261980830671
2020-11-22;Number of Transactions Change %;Telecommunication;Total;20.0
2020-11-22;Number of Transactions Change %;Total;Total;9.319313463925468
2020-11-22;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;846038.0
2020-11-22;Number of Transactions (In Thousand);Total;BURAIDAH;2182.0
2020-11-22;Number of Transactions Change %;Total;TABOUK;13.197278911564625
2020-11-22;Value of Transactions Change %;Total;TABOUK;30.615929555591258
