Starting date;Indicator;Sectors;City;value (Multiple units)
2023-12-24;Value of Transactions Change %;Recreation and Culture;Total;36.55249690730177
2023-12-24;Value of Transactions Change %;Restaurants & Café;Total;23.964600597282104
2023-12-24;Value of Transactions Change %;Other;Total;35.51086105209952
2023-12-24;Number of Transactions (In Thousand);Clothing and Footwear;Total;6918.0
2023-12-24;Number of Transactions (In Thousand);Education;Total;137.0
2023-12-24;Number of Transactions (In Thousand);Hotels;Total;702.0
2023-12-24;Number of Transactions (In Thousand);Beverage and Food;Total;45743.0
2023-12-24;Number of Transactions Change %;Electronic & Electric Devices;Total;22.505307855626327
2023-12-24;Number of Transactions Change %;Gas Stations;Total;13.27582258187648
2023-12-24;Number of Transactions Change %;Restaurants & Café;Total;13.102750327419932
2023-12-24;Number of Transactions Change %;Other;Total;18.334868916994722
2023-12-24;Number of Transactions (In Thousand);Total;BURAIDAH;4467.0
2023-12-24;Number of Transactions (In Thousand);Total;DAMMAM;8222.0
2023-12-24;Number of Transactions Change %;Total;ABHA;18.402918524523713
2023-12-24;Value of Transactions (In Thousand SAR);Total;MAKKAH;614854.0
2023-12-24;Value of Transactions (In Thousand SAR);Total;JEDDAH;1898520.0
2023-12-24;Value of Transactions (In Thousand SAR);Total;OTHER;4160339.0
2023-12-24;Value of Transactions (In Thousand SAR);Furniture;Total;393866.0
2023-12-24;Value of Transactions (In Thousand SAR);Beverage and Food;Total;2253732.0
2023-12-24;Value of Transactions Change %;Education;Total;81.29286873037407
2023-12-24;Value of Transactions Change %;Jewelry;Total;33.62951972744258
2023-12-24;Value of Transactions Change %;Miscellaneous Goods and Services;Total;31.089750449659892
2023-12-24;Number of Transactions (In Thousand);Total;RIYADH;61214.0
2023-12-24;Number of Transactions Change %;Total;BURAIDAH;14.391805377720871
2023-12-24;Value of Transactions (In Thousand SAR);Total;TABOUK;283168.0
2023-12-24;Value of Transactions (In Thousand SAR);Total;HAIL;227532.0
2023-12-24;Value of Transactions (In Thousand SAR);Total;BURAIDAH;311766.0
2023-12-24;Value of Transactions (In Thousand SAR);Total;MADINA;582237.0
2023-12-24;Value of Transactions Change %;Total;TABOUK;48.33082769783608
2023-12-24;Value of Transactions Change %;Total;HAIL;48.646688748211595
2023-12-24;Value of Transactions Change %;Total;OTHER;41.6256207105146
2023-12-24;Number of Transactions (In Thousand);Health;Total;8543.0
2023-12-24;Number of Transactions (In Thousand);Telecommunication;Total;921.0
2023-12-24;Number of Transactions Change %;Furniture;Total;29.186155285313376
2023-12-24;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;944207.0
2023-12-17;Number of Transactions (In Thousand);Construction & Building Materials;Total;1401.0
2023-12-17;Number of Transactions Change %;Jewelry;Total;-13.402061855670103
2023-12-17;Number of Transactions Change %;Recreation and Culture;Total;-3.86676875957121
2023-12-17;Number of Transactions Change %;Transportation;Total;-12.630359212050985
2023-12-17;Number of Transactions (In Thousand);Total;JEDDAH;20903.0
2023-12-17;Number of Transactions (In Thousand);Total;RIYADH;54542.0
2023-12-17;Number of Transactions Change %;Total;HAIL;-13.530135301353013
2023-12-17;Value of Transactions (In Thousand SAR);Total;KHOBAR;320318.0
2023-12-17;Value of Transactions Change %;Total;TABOUK;-13.201447680710018
2023-12-17;Value of Transactions Change %;Total;JEDDAH;-5.601244501424397
2023-12-17;Value of Transactions Change %;Total;RIYADH;-5.653918530553552
2023-12-17;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;205493.0
2023-12-17;Value of Transactions (In Thousand SAR);Health;Total;684349.0
2023-12-17;Value of Transactions (In Thousand SAR);Transportation;Total;632490.0
2023-12-17;Value of Transactions Change %;Education;Total;-22.894783041226553
2023-12-17;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-7.506001252307751
2023-12-17;Value of Transactions Change %;Telecommunication;Total;-13.93239639334547
2023-12-17;Value of Transactions (In Thousand SAR);Education;Total;105409.0
2023-12-17;Value of Transactions (In Thousand SAR);Gas Stations;Total;693575.0
2023-12-17;Value of Transactions (In Thousand SAR);Furniture;Total;284434.0
2023-12-17;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1261509.0
2023-12-17;Value of Transactions (In Thousand SAR);Other;Total;1598556.0
2023-12-17;Value of Transactions Change %;Construction & Building Materials;Total;-1.5952599288535079
2023-12-17;Value of Transactions Change %;Gas Stations;Total;-10.00176473488751
2023-12-17;Value of Transactions Change %;Recreation and Culture;Total;-7.0365178849199
2023-12-17;Value of Transactions Change %;Restaurants & Café;Total;-10.105625948506859
2023-12-17;Value of Transactions Change %;Other;Total;-8.981712712278412
2023-12-17;Number of Transactions (In Thousand);Total;HAIL;2812.0
2023-12-17;Number of Transactions Change %;Total;BURAIDAH;-8.204043253408557
2023-12-17;Number of Transactions Change %;Total;JEDDAH;-6.432408236347359
2023-12-17;Number of Transactions Change %;Total;RIYADH;-5.633412920862313
2023-12-17;Value of Transactions (In Thousand SAR);Total;MAKKAH;469756.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;RIYADH;3758212.0
2023-12-17;Value of Transactions Change %;Total;MAKKAH;-3.606774012841322
2023-12-17;Value of Transactions Change %;Total;BURAIDAH;-11.291581787349623
2023-12-17;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;942.0
2023-12-17;Number of Transactions (In Thousand);Recreation and Culture;Total;2511.0
2023-12-17;Number of Transactions (In Thousand);Restaurants & Café;Total;50394.0
2023-12-17;Number of Transactions (In Thousand);Transportation;Total;2262.0
2023-12-17;Number of Transactions (In Thousand);Other;Total;23878.0
2023-12-17;Number of Transactions Change %;Clothing and Footwear;Total;-12.870121130551818
2023-12-17;Number of Transactions Change %;Hotels;Total;-11.914893617021278
2023-12-17;Number of Transactions Change %;Beverage and Food;Total;-6.261209473442171
2023-12-17;Number of Transactions Change %;Total;Total;-7.975591593136073
2023-12-17;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;706043.0
2023-12-17;Value of Transactions Change %;Total;OTHER;-12.142847529508174
2023-12-17;Number of Transactions (In Thousand);Education;Total;107.0
2023-12-17;Number of Transactions (In Thousand);Gas Stations;Total;13099.0
2023-12-17;Number of Transactions (In Thousand);Total;Total;171770.0
2023-12-17;Number of Transactions Change %;Construction & Building Materials;Total;-7.950065703022339
2023-12-17;Number of Transactions Change %;Health;Total;-7.155388471177945
2023-12-17;Number of Transactions Change %;Restaurants & Café;Total;-8.097165991902834
2023-12-17;Number of Transactions Change %;Other;Total;-8.91126878767071
2023-12-17;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;346612.0
2023-12-17;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;265949.0
2023-12-17;Value of Transactions (In Thousand SAR);Telecommunication;Total;81327.0
2023-12-17;Value of Transactions Change %;Clothing and Footwear;Total;-9.00745552140321
2023-12-17;Value of Transactions Change %;Jewelry;Total;-0.6567203288514764
2023-12-17;Number of Transactions (In Thousand);Total;TABOUK;3608.0
2023-12-17;Number of Transactions (In Thousand);Total;MAKKAH;7191.0
2023-12-17;Number of Transactions (In Thousand);Total;BURAIDAH;3905.0
2023-12-17;Number of Transactions Change %;Total;TABOUK;-11.741682974559687
2023-12-17;Number of Transactions Change %;Total;MAKKAH;-8.893956670467503
2023-12-17;Value of Transactions (In Thousand SAR);Total;BURAIDAH;244295.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;DAMMAM;543873.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;JEDDAH;1528583.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;OTHER;2937561.0
2023-12-17;Value of Transactions (In Thousand SAR);Public Utilities;Total;108385.0
2023-12-17;Value of Transactions (In Thousand SAR);Jewelry;Total;181980.0
2023-12-17;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1599914.0
2023-12-17;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1624550.0
2023-12-17;Value of Transactions Change %;Electronic & Electric Devices;Total;-1.3248372164493019
2023-12-17;Value of Transactions Change %;Furniture;Total;-3.7604720722183878
2023-12-17;Value of Transactions Change %;Public Utilities;Total;-9.5147851931008
2023-12-17;Value of Transactions Change %;Beverage and Food;Total;-8.186287087472689
2023-12-17;Value of Transactions Change %;Transportation;Total;-7.530566565155797
2023-12-17;Number of Transactions (In Thousand);Clothing and Footwear;Total;5179.0
2023-12-17;Number of Transactions (In Thousand);Health;Total;7409.0
2023-12-17;Number of Transactions (In Thousand);Telecommunication;Total;652.0
2023-12-17;Number of Transactions Change %;Education;Total;-18.3206106870229
2023-12-17;Number of Transactions Change %;Electronic & Electric Devices;Total;-9.770114942528735
2023-12-17;Number of Transactions Change %;Gas Stations;Total;-7.24401642826795
2023-12-17;Number of Transactions Change %;Public Utilities;Total;-7.971864009378664
2023-12-17;Number of Transactions Change %;Telecommunication;Total;-14.659685863874344
2023-12-17;Number of Transactions (In Thousand);Total;KHOBAR;4002.0
2023-12-17;Number of Transactions (In Thousand);Total;MADINA;7013.0
2023-12-17;Number of Transactions Change %;Total;ABHA;-8.460111317254174
2023-12-17;Number of Transactions Change %;Total;OTHER;-10.218910395151815
2023-12-17;Value of Transactions (In Thousand SAR);Total;TABOUK;190903.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;ABHA;121656.0
2023-12-17;Value of Transactions Change %;Total;HAIL;-16.21105296577697
2023-12-17;Value of Transactions Change %;Total;ABHA;-11.144870905306211
2023-12-17;Value of Transactions Change %;Total;DAMMAM;-6.501550648796958
2023-12-17;Value of Transactions (In Thousand SAR);Hotels;Total;320493.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;Total;10701068.0
2023-12-17;Value of Transactions Change %;Health;Total;-7.5377733101484985
2023-12-17;Value of Transactions Change %;Hotels;Total;-0.20364505973899805
2023-12-17;Value of Transactions Change %;Total;Total;-8.046684593195739
2023-12-17;Number of Transactions (In Thousand);Total;ABHA;2467.0
2023-12-17;Number of Transactions (In Thousand);Total;DAMMAM;7252.0
2023-12-17;Number of Transactions (In Thousand);Total;OTHER;58074.0
2023-12-17;Number of Transactions Change %;Total;KHOBAR;-4.395604395604396
2023-12-17;Number of Transactions Change %;Total;MADINA;-9.486319050077439
2023-12-17;Number of Transactions Change %;Total;DAMMAM;-6.050006477522995
2023-12-17;Value of Transactions (In Thousand SAR);Total;HAIL;153069.0
2023-12-17;Value of Transactions (In Thousand SAR);Total;MADINA;432843.0
2023-12-17;Value of Transactions Change %;Total;KHOBAR;-7.329605124214169
2023-12-17;Value of Transactions Change %;Total;MADINA;-6.233305965768158
2023-12-17;Number of Transactions (In Thousand);Furniture;Total;1069.0
2023-12-17;Number of Transactions (In Thousand);Hotels;Total;621.0
2023-12-17;Number of Transactions (In Thousand);Public Utilities;Total;1570.0
2023-12-17;Number of Transactions (In Thousand);Jewelry;Total;168.0
2023-12-17;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;19741.0
2023-12-17;Number of Transactions (In Thousand);Beverage and Food;Total;40767.0
2023-12-17;Number of Transactions Change %;Furniture;Total;-9.712837837837837
2023-12-17;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-8.703695139434862
2023-12-10;Number of Transactions (In Thousand);Health;Total;7980.0
2023-12-10;Number of Transactions (In Thousand);Public Utilities;Total;1706.0
2023-12-10;Number of Transactions (In Thousand);Recreation and Culture;Total;2612.0
2023-12-10;Number of Transactions Change %;Electronic & Electric Devices;Total;-3.6011080332409975
2023-12-10;Number of Transactions Change %;Hotels;Total;4.444444444444445
2023-12-10;Number of Transactions (In Thousand);Total;BURAIDAH;4254.0
2023-12-10;Number of Transactions Change %;Total;MADINA;-0.5774412934684974
2023-12-10;Value of Transactions (In Thousand SAR);Total;MAKKAH;487333.0
2023-12-10;Value of Transactions (In Thousand SAR);Total;MADINA;461617.0
2023-12-10;Value of Transactions (In Thousand SAR);Total;DAMMAM;581692.0
2023-12-10;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;286079.0
2023-12-10;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1779771.0
2023-12-10;Value of Transactions (In Thousand SAR);Other;Total;1756302.0
2023-12-10;Value of Transactions Change %;Education;Total;-38.45502797948921
2023-12-10;Value of Transactions Change %;Recreation and Culture;Total;-12.140327816491558
2023-12-10;Value of Transactions Change %;Transportation;Total;-0.6522970558759024
2023-12-10;Number of Transactions (In Thousand);Total;TABOUK;4088.0
2023-12-10;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1363882.0
2023-12-10;Value of Transactions (In Thousand SAR);Total;Total;11637501.0
2023-12-10;Value of Transactions Change %;Electronic & Electric Devices;Total;-12.000743708060782
2023-12-10;Value of Transactions Change %;Gas Stations;Total;0.8873167896360142
2023-12-10;Value of Transactions Change %;Hotels;Total;10.232893404499974
2023-12-10;Value of Transactions Change %;Restaurants & Café;Total;0.40947513502016625
2023-12-10;Value of Transactions Change %;Beverage and Food;Total;-3.8322568302328155
2023-12-10;Value of Transactions Change %;Other;Total;-4.370330279445443
2023-12-10;Value of Transactions Change %;Total;Total;-3.559813131046105
2023-12-10;Number of Transactions (In Thousand);Total;MAKKAH;7893.0
2023-12-10;Number of Transactions (In Thousand);Total;DAMMAM;7719.0
2023-12-10;Number of Transactions (In Thousand);Total;JEDDAH;22340.0
2023-12-10;Number of Transactions Change %;Total;ABHA;-1.137197358767425
2023-12-10;Number of Transactions Change %;Total;MAKKAH;0.4837683004455761
2023-12-10;Number of Transactions Change %;Total;DAMMAM;-2.537878787878788
2023-12-10;Number of Transactions Change %;Total;RIYADH;-1.3079707670241103
2023-12-10;Number of Transactions Change %;Total;OTHER;0.24796974769078173
2023-12-10;Value of Transactions (In Thousand SAR);Total;HAIL;182684.0
2023-12-10;Value of Transactions (In Thousand SAR);Total;ABHA;136915.0
2023-12-10;Value of Transactions (In Thousand SAR);Total;RIYADH;3983432.0
2023-12-10;Value of Transactions Change %;Total;MAKKAH;2.381957793674303
2023-12-10;Value of Transactions Change %;Total;KHOBAR;-4.028731435488932
2023-12-10;Number of Transactions (In Thousand);Education;Total;131.0
2023-12-10;Number of Transactions (In Thousand);Gas Stations;Total;14122.0
2023-12-10;Number of Transactions (In Thousand);Jewelry;Total;194.0
2023-12-10;Number of Transactions (In Thousand);Restaurants & Café;Total;54834.0
2023-12-10;Number of Transactions Change %;Gas Stations;Total;0.9074669524830296
2023-12-10;Number of Transactions Change %;Health;Total;0.9998734337425642
2023-12-10;Number of Transactions Change %;Public Utilities;Total;0.35294117647058826
